3	-27	2.9995	-26.9999	7.61306e-05	1.0632
3	-26	2.9995	-26	-9.28871e-06	0.84998
3	-25	2.9995	-25	-6.62069e-06	0.747294
3	-24	2.9995	-24	-3.75316e-06	0.6969
3	-23	2.9995	-23	-2.30679e-06	0.668704
3	-22	2.9995	-22	-1.53756e-06	0.650905
3	-21	2.9995	-21	-1.08896e-06	0.638644
3	-20	2.9995	-20	-8.06867e-07	0.629761
3	-19	2.9995	-19	-6.187e-07	0.62306
3	-18	2.9995	-18	-4.87153e-07	0.617848
3	-17	2.9995	-17	-3.91611e-07	0.613698
3	-16	2.9995	-16	-3.19986e-07	0.610332
3	-15	2.9995	-15	-2.64835e-07	0.607563
3	-14	2.9995	-14	-2.21378e-07	0.605259
3	-13	2.9995	-13	-1.86434e-07	0.603326
3	-12	2.9995	-12	-1.5782e-07	0.601693
3	-11	2.9995	-11	-1.33996e-07	0.600308
3	-10	2.9995	-10	-1.13849e-07	0.599131
3	-9	2.9995	-9	-9.65563e-08	0.598132
3	-8	2.9995	-8	-8.14981e-08	0.597286
3	-7	2.9995	-7	-6.81967e-08	0.596575
3	-6	2.9995	-6	-5.62771e-08	0.595984
3	-5	2.9995	-5	-4.54388e-08	0.5955
3	-4	2.9995	-4	-3.54353e-08	0.595116
3	-3	2.9995	-3	-2.60598e-08	0.594824
3	-2	2.9995	-2	-1.71331e-08	0.594619
3	-1	2.9995	-1	-8.49567e-09	0.594497
3	0	2.9995	5.61778e-19	2.68336e-19	0.594457
3	1	2.9995	1	8.49567e-09	0.594497
3	2	2.9995	2	1.71331e-08	0.594619
3	3	2.9995	3	2.60598e-08	0.594824
3	4	2.9995	4	3.54353e-08	0.595116
3	5	2.9995	5	4.54388e-08	0.5955
3	6	2.9995	6	5.62771e-08	0.595984
3	7	2.9995	7	6.81967e-08	0.596575
3	8	2.9995	8	8.14981e-08	0.597286
3	9	2.9995	9	9.65563e-08	0.598132
3	10	2.9995	10	1.13849e-07	0.599131
3	11	2.9995	11	1.33996e-07	0.600308
3	12	2.9995	12	1.5782e-07	0.601693
3	13	2.9995	13	1.86434e-07	0.603326
3	14	2.9995	14	2.21378e-07	0.605259
3	15	2.9995	15	2.64835e-07	0.607563
3	16	2.9995	16	3.19986e-07	0.610332
3	17	2.9995	17	3.91611e-07	0.613698
3	18	2.9995	18	4.87153e-07	0.617848
3	19	2.9995	19	6.187e-07	0.62306
3	20	2.9995	20	8.06867e-07	0.629761
3	21	2.9995	21	1.08896e-06	0.638644
3	22	2.9995	22	1.53756e-06	0.650905
3	23	2.9995	23	2.30679e-06	0.668704
3	24	2.9995	24	3.75085e-06	0.6969
3	25	2.9995	25	6.62069e-06	0.747294
3	26	2.9995	26	9.28871e-06	0.84998
3	27	2.9995	26.9999	-7.61306e-05	1.0632
4	-27	4.21174e-09	-29.1979	-1.10933	6099.9
4	-26	2.89929	-26.1999	-0.131302	1813.99
4	-25	2.98118	-25.0938	-0.0541355	1457.76
4	-24	2.99393	-24.0524	-0.0283565	1350.98
4	-23	2.99729	-23.0332	-0.0172519	1297.76
4	-22	2.99847	-22.0227	-0.0115184	1265.17
4	-21	2.99896	-21.0164	-0.00818721	1243.11
4	-20	2.99919	-20.0124	-0.00608885	1227.21
4	-19	2.99932	-19.0096	-0.00468319	1215.22
4	-18	2.99938	-18.0076	-0.00369681	1205.89
4	-17	2.99942	-17.0062	-0.00297728	1198.46
4	-16	2.99945	-16.0051	-0.0024369	1192.43
4	-15	2.99946	-15.0042	-0.00201892	1187.46
4	-14	2.99948	-14.0036	-0.001689	1183.31
4	-13	2.99948	-13.003	-0.00142303	1179.81
4	-12	2.99949	-12.0025	-0.00120337	1176.79
4	-11	2.99949	-11.0022	-0.00101727	1174.04
4	-10	2.99949	-10.0018	-0.000850569	1171.11
4	-9	2.9995	-9.00147	-0.000688799	1180.85
4	-8	2.9995	-8.00115	-0.000538839	1177.71
4	-7	2.9995	-7.00101	-0.000474089	1177.93
4	-6	2.9995	-6.00084	-0.000391337	1176.83
4	-5	2.9995	-5.0007	-0.000329119	1174.39
4	-4	2.9995	-4.00053	-0.000246509	1175.2
4	-3	2.9995	-3.00039	-0.000181312	1174.65
4	-2	2.9995	-2.00026	-0.000119215	1174.26
4	-1	2.9995	-1.00013	-5.9118e-05	1174.04
4	0	2.9995	3.69463e-16	1.72578e-16	1173.96
4	1	2.9995	1.00013	5.9118e-05	1174.04
4	2	2.9995	2.00026	0.000119215	1174.26
4	3	2.9995	3.00039	0.000181312	1174.65
4	4	2.9995	4.00053	0.000246509	1175.2
4	5	2.9995	5.00068	0.000316042	1175.92
4	6	2.9995	6.00084	0.000391337	1176.83
4	7	2.9995	7.00101	0.000474089	1177.93
4	8	2.9995	8.00115	0.000538833	1177.71
4	9	2.9995	9.00147	0.000688799	1180.85
4	10	2.99949	10.0018	0.000850569	1171.11
4	11	2.99949	11.0022	0.00101727	1174.04
4	12	2.99949	12.0025	0.00120337	1176.79
4	13	2.99948	13.003	0.00142303	1179.81
4	14	2.99948	14.0036	0.00168933	1183.31
4	15	2.99946	15.0042	0.00201892	1187.46
4	16	2.99945	16.0051	0.0024369	1192.43
4	17	2.99942	17.0062	0.00297728	1198.46
4	18	2.99938	18.0076	0.00369648	1205.89
4	19	2.99932	19.0096	0.00468319	1215.22
4	20	2.99919	20.0124	0.00608885	1227.21
4	21	2.99896	21.0164	0.00818721	1243.11
4	22	2.99847	22.0227	0.0115184	1265.17
4	23	2.99729	23.0332	0.0172519	1297.76
4	24	2.99393	24.0524	0.0283576	1350.98
4	25	2.98118	25.0938	0.0541355	1457.76
4	26	2.89928	26.1999	0.131303	1814
4	27	4.39864e-09	29.1979	1.10933	6099.9
5	-27	4.52378	-28.0943	-0.763956	2688.46
5	-26	2.85413	-26.7733	-0.49733	3717.57
5	-25	2.86167	-25.2769	-0.154811	3022.46
5	-24	2.93022	-24.1725	-0.0916827	2755.43
5	-23	2.97334	-23.1112	-0.0573296	2608.68
5	-22	2.98733	-22.077	-0.038844	2532.63
5	-21	2.99311	-21.0561	-0.0278799	2484.87
5	-20	2.99585	-20.0425	-0.0208713	2451.69
5	-19	2.99729	-19.0332	-0.0161339	2427.23
5	-18	2.99809	-18.0265	-0.0127781	2408.41
5	-17	2.99858	-17.0215	-0.0103097	2393.46
5	-16	2.99887	-16.0177	-0.00846488	2381.5
5	-15	2.99912	-15.0138	-0.00654901	2379.37
5	-14	2.99919	-14.0124	-0.005887	2363.41
5	-13	2.99928	-13.0105	-0.00496488	2356.51
5	-12	2.99934	-12.0089	-0.00420987	2350.69
